,DPD,Fecha,Ubigeo,Contagiados,Proyeccion,Fallecidos,Movilidad,Vacunados
CAJAMARCA-CHOTA-MIRACOSTA,CAJAMARCA-CHOTA-MIRACOSTA,2021-01-18 00:00:00,060412,1,2,0.0,-11.085714285714285,0.0
CAJAMARCA-CHOTA-PACCHA,CAJAMARCA-CHOTA-PACCHA,2021-02-22 00:00:00,060413,1,1,0.0,-10.942857142857145,55.0
CAJAMARCA-CHOTA-PION,CAJAMARCA-CHOTA-PION,2021-02-08 00:00:00,060414,2,46,0.0,-14.085714285714285,0.0
CAJAMARCA-CHOTA-QUEROCOTO,CAJAMARCA-CHOTA-QUEROCOTO,2021-02-22 00:00:00,060415,7,3,0.0,-10.942857142857145,28.0
CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,2020-10-19 00:00:00,060416,1,0,0.0,-8.742857142857144,0.0
CAJAMARCA-CHOTA-TACABAMBA,CAJAMARCA-CHOTA-TACABAMBA,2021-03-01 00:00:00,060417,3,4,0.0,-20.0,46.0
CAJAMARCA-CHOTA-TOCMOCHE,CAJAMARCA-CHOTA-TOCMOCHE,2021-02-22 00:00:00,060418,1,1,0.0,-10.942857142857145,25.0
CAJAMARCA-CUTERVO-CALLAYUC,CAJAMARCA-CUTERVO-CALLAYUC,2021-02-08 00:00:00,060602,3,3,1.0,-5.3,0.0
CAJAMARCA-CUTERVO-CHOROS,CAJAMARCA-CUTERVO-CHOROS,2021-02-15 00:00:00,060603,1,1,0.0,-4.4,0.0
CAJAMARCA-CUTERVO-CUJILLO,CAJAMARCA-CUTERVO-CUJILLO,2021-03-01 00:00:00,060604,1,3,0.0,-7.4,14.0
CAJAMARCA-CUTERVO-CUTERVO,CAJAMARCA-CUTERVO-CUTERVO,2021-03-01 00:00:00,060601,3,3,0.0,-7.4,335.0
CAJAMARCA-CUTERVO-LA RAMADA,CAJAMARCA-CUTERVO-LA RAMADA,2021-03-01 00:00:00,060605,2,3,0.0,-7.4,0.0
CAJAMARCA-CUTERVO-PIMPINGOS,CAJAMARCA-CUTERVO-PIMPINGOS,2021-02-15 00:00:00,060606,1,1,0.0,-4.4,0.0
CAJAMARCA-CUTERVO-QUEROCOTILLO,CAJAMARCA-CUTERVO-QUEROCOTILLO,2021-03-01 00:00:00,060607,2,2,0.0,-7.4,0.0
CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,CAJAMARCA-CUTERVO-SAN ANDRES DE CUTERVO,2021-02-22 00:00:00,060608,3,3,0.0,-3.542857142857143,0.0
CAJAMARCA-CUTERVO-SAN JUAN DE CUTERVO,CAJAMARCA-CUTERVO-SAN JUAN DE CUTERVO,2021-02-08 00:00:00,060609,1,5,0.0,-5.3,0.0
CAJAMARCA-CUTERVO-SAN LUIS DE LUCMA,CAJAMARCA-CUTERVO-SAN LUIS DE LUCMA,2021-02-22 00:00:00,060610,2,2,1.0,-3.542857142857143,0.0
CAJAMARCA-CUTERVO-SANTA CRUZ,CAJAMARCA-CUTERVO-SANTA CRUZ,2021-02-08 00:00:00,060611,2,2,0.0,-5.3,0.0
CAJAMARCA-CUTERVO-SANTO DOMINGO DE LA CAPILLA,CAJAMARCA-CUTERVO-SANTO DOMINGO DE LA CAPILLA,2021-02-22 00:00:00,060612,1,1,0.0,-3.542857142857143,33.0
CAJAMARCA-CUTERVO-SANTO TOMAS,CAJAMARCA-CUTERVO-SANTO TOMAS,2021-03-01 00:00:00,060613,2,3,0.0,-7.4,0.0
CAJAMARCA-CUTERVO-SOCOTA,CAJAMARCA-CUTERVO-SOCOTA,2021-02-22 00:00:00,060614,10,8,0.0,-3.542857142857143,0.0
CAJAMARCA-CUTERVO-TORIBIO CASANOVA,CAJAMARCA-CUTERVO-TORIBIO CASANOVA,2021-02-01 00:00:00,060615,2,2,0.0,-3.2285714285714286,0.0
CAJAMARCA-HUALGAYOC-BAMBAMARCA,CAJAMARCA-HUALGAYOC-BAMBAMARCA,2021-02-22 00:00:00,060701,80,67,0.0,-3.6399999999999997,9.0
CAJAMARCA-HUALGAYOC-CHUGUR,CAJAMARCA-HUALGAYOC-CHUGUR,2021-02-15 00:00:00,060702,2,2,0.0,-3.0,0.0
CAJAMARCA-HUALGAYOC-HUALGAYOC,CAJAMARCA-HUALGAYOC-HUALGAYOC,2021-02-22 00:00:00,060703,6,6,0.0,-3.6399999999999997,0.0
CAJAMARCA-SAN IGNACIO-CHIRINOS,CAJAMARCA-SAN IGNACIO-CHIRINOS,2021-02-22 00:00:00,060902,1,4,0.0,-3.5142857142857147,54.0
CAJAMARCA-SAN IGNACIO-HUARANGO,CAJAMARCA-SAN IGNACIO-HUARANGO,2021-02-22 00:00:00,060903,1,6,1.0,-3.5142857142857147,90.0
CAJAMARCA-SAN IGNACIO-LA COIPA,CAJAMARCA-SAN IGNACIO-LA COIPA,2021-02-15 00:00:00,060904,5,7,0.0,-4.514285714285714,0.0
CAJAMARCA-SAN IGNACIO-NAMBALLE,CAJAMARCA-SAN IGNACIO-NAMBALLE,2021-03-01 00:00:00,060905,2,2,1.0,-4.6,0.0
CAJAMARCA-SAN IGNACIO-SAN IGNACIO,CAJAMARCA-SAN IGNACIO-SAN IGNACIO,2021-02-22 00:00:00,060901,8,0,0.0,-3.5142857142857147,206.0
CAJAMARCA-SAN IGNACIO-SAN JOSE DE LOURDES,CAJAMARCA-SAN IGNACIO-SAN JOSE DE LOURDES,2021-03-01 00:00:00,060906,7,8,0.0,-4.6,5.0
CAJAMARCA-SAN IGNACIO-TABACONAS,CAJAMARCA-SAN IGNACIO-TABACONAS,2021-02-22 00:00:00,060907,3,1,0.0,-3.5142857142857147,58.0
CUSCO-CALCA-CALCA,CUSCO-CALCA-CALCA,2021-03-01 00:00:00,080401,3,7,0.0,-15.2,35.0
CUSCO-CALCA-COYA,CUSCO-CALCA-COYA,2021-03-01 00:00:00,080402,1,0,0.0,-15.2,0.0
CUSCO-CALCA-LAMAY,CUSCO-CALCA-LAMAY,2021-02-22 00:00:00,080403,1,1,0.0,-6.485714285714286,1.0
CUSCO-CALCA-LARES,CUSCO-CALCA-LARES,2021-03-01 00:00:00,080404,1,0,0.0,-15.2,0.0
CUSCO-CALCA-PISAC,CUSCO-CALCA-PISAC,2021-02-22 00:00:00,080405,3,2,0.0,-6.485714285714286,3.0
CUSCO-CALCA-SAN SALVADOR,CUSCO-CALCA-SAN SALVADOR,2021-02-22 00:00:00,080406,2,2,0.0,-6.485714285714286,2.0
CUSCO-CALCA-TARAY,CUSCO-CALCA-TARAY,2021-02-22 00:00:00,080407,1,1,0.0,-6.485714285714286,0.0
CUSCO-CALCA-YANATILE,CUSCO-CALCA-YANATILE,2021-03-01 00:00:00,080408,3,4,0.0,-15.2,12.0
CUSCO-CANCHIS-CHECACUPE,CUSCO-CANCHIS-CHECACUPE,2021-02-22 00:00:00,080602,5,6,1.0,-22.17142857142857,6.0
CUSCO-CANCHIS-COMBAPATA,CUSCO-CANCHIS-COMBAPATA,2021-03-01 00:00:00,080603,5,8,0.0,-30.8,25.0
CUSCO-CANCHIS-MARANGANI,CUSCO-CANCHIS-MARANGANI,2021-03-01 00:00:00,080604,1,6,0.0,-30.8,0.0
CUSCO-CANCHIS-PITUMARCA,CUSCO-CANCHIS-PITUMARCA,2021-03-01 00:00:00,080605,1,3,0.0,-30.8,0.0
CUSCO-CANCHIS-SAN PABLO,CUSCO-CANCHIS-SAN PABLO,2021-02-22 00:00:00,080606,1,0,1.0,-22.17142857142857,5.0
CUSCO-CANCHIS-SAN PEDRO,CUSCO-CANCHIS-SAN PEDRO,2021-02-22 00:00:00,080607,5,1,0.0,-22.17142857142857,1.0
CUSCO-CANCHIS-SICUANI,CUSCO-CANCHIS-SICUANI,2021-03-01 00:00:00,080601,26,23,0.0,-30.8,133.0
CUSCO-CANCHIS-TINTA,CUSCO-CANCHIS-TINTA,2021-03-01 00:00:00,080608,2,4,0.0,-30.8,0.0
CUSCO-CUSCO-CCORCA,CUSCO-CUSCO-CCORCA,2021-02-22 00:00:00,080102,1,2,0.0,-45.114285714285714,0.0
CUSCO-CUSCO-CUSCO,CUSCO-CUSCO-CUSCO,2021-03-01 00:00:00,080101,69,70,1.0,-56.8,601.0
CUSCO-CUSCO-POROY,CUSCO-CUSCO-POROY,2021-02-22 00:00:00,080103,4,3,0.0,-45.114285714285714,2.0
CUSCO-CUSCO-SAN JERONIMO,CUSCO-CUSCO-SAN JERONIMO,2021-03-01 00:00:00,080104,75,82,0.0,-56.8,132.0
CUSCO-CUSCO-SAN SEBASTIAN,CUSCO-CUSCO-SAN SEBASTIAN,2021-03-01 00:00:00,080105,40,37,1.0,-56.8,61.0
CUSCO-CUSCO-SANTIAGO,CUSCO-CUSCO-SANTIAGO,2021-03-01 00:00:00,080106,50,64,2.0,-56.8,684.0
CUSCO-CUSCO-SAYLLA,CUSCO-CUSCO-SAYLLA,2021-02-22 00:00:00,080107,7,3,0.0,-45.114285714285714,4.0
CUSCO-CUSCO-WANCHAQ,CUSCO-CUSCO-WANCHAQ,2021-03-01 00:00:00,080108,60,54,1.0,-56.8,233.0
CUSCO-ESPINAR-ALTO PICHIGUA,CUSCO-ESPINAR-ALTO PICHIGUA,2020-12-21 00:00:00,080808,1,0,0.0,-5.571428571428572,0.0
CUSCO-ESPINAR-CONDOROMA,,,,,,,,
CUSCO-ESPINAR-COPORAQUE,CUSCO-ESPINAR-COPORAQUE,2021-02-15 00:00:00,080803,1,2,0.0,-13.085714285714285,8.0
CUSCO-ESPINAR-ESPINAR,CUSCO-ESPINAR-ESPINAR,2021-03-01 00:00:00,080801,11,11,0.0,-11.4,52.0
CUSCO-ESPINAR-OCORURO,CUSCO-ESPINAR-OCORURO,2021-01-11 00:00:00,080804,2,2,0.0,-7.257142857142858,0.0
CUSCO-ESPINAR-PALLPATA,CUSCO-ESPINAR-PALLPATA,2021-03-01 00:00:00,080805,1,4,0.0,-11.4,0.0
CUSCO-ESPINAR-PICHIGUA,CUSCO-ESPINAR-PICHIGUA,2021-02-22 00:00:00,080806,1,3,0.0,-11.971428571428572,15.0
CUSCO-ESPINAR-SUYCKUTAMBO,CUSCO-ESPINAR-SUYCKUTAMBO,2020-12-14 00:00:00,080807,1,0,0.0,-1.714285714285714,0.0
CUSCO-QUISPICANCHI-ANDAHUAYLILLAS,CUSCO-QUISPICANCHI-ANDAHUAYLILLAS,2021-03-01 00:00:00,081202,2,5,0.0,-11.4,0.0
CUSCO-QUISPICANCHI-CAMANTI,CUSCO-QUISPICANCHI-CAMANTI,2021-03-01 00:00:00,081203,1,1,0.0,-11.4,0.0
CUSCO-QUISPICANCHI-CCARHUAYO,CUSCO-QUISPICANCHI-CCARHUAYO,2021-02-22 00:00:00,081204,2,2,1.0,-12.142857142857142,6.0
CUSCO-QUISPICANCHI-CCATCA,CUSCO-QUISPICANCHI-CCATCA,2021-02-15 00:00:00,081205,5,7,0.0,-12.514285714285716,15.0
CUSCO-QUISPICANCHI-CUSIPATA,CUSCO-QUISPICANCHI-CUSIPATA,2021-02-22 00:00:00,081206,1,1,0.0,-12.142857142857142,7.0
CUSCO-QUISPICANCHI-HUARO,CUSCO-QUISPICANCHI-HUARO,2021-02-22 00:00:00,081207,1,0,0.0,-12.142857142857142,16.0
CUSCO-QUISPICANCHI-LUCRE,CUSCO-QUISPICANCHI-LUCRE,2021-03-01 00:00:00,081208,1,5,0.0,-11.4,0.0
CUSCO-QUISPICANCHI-MARCAPATA,CUSCO-QUISPICANCHI-MARCAPATA,2021-03-01 00:00:00,081209,2,3,0.0,-11.4,0.0
CUSCO-QUISPICANCHI-OCONGATE,CUSCO-QUISPICANCHI-OCONGATE,2021-03-01 00:00:00,081210,1,6,0.0,-11.4,20.0
CUSCO-QUISPICANCHI-OROPESA,CUSCO-QUISPICANCHI-OROPESA,2021-03-01 00:00:00,081211,3,5,0.0,-11.4,0.0
CUSCO-QUISPICANCHI-QUIQUIJANA,CUSCO-QUISPICANCHI-QUIQUIJANA,2021-02-22 00:00:00,081212,3,3,0.0,-12.142857142857142,3.0
CUSCO-QUISPICANCHI-URCOS,CUSCO-QUISPICANCHI-URCOS,2021-03-01 00:00:00,081201,9,10,2.0,-11.4,30.0
CUSCO-URUBAMBA-CHINCHERO,CUSCO-URUBAMBA-CHINCHERO,2021-03-01 00:00:00,081302,2,3,0.0,-57.8,17.0
CUSCO-URUBAMBA-HUAYLLABAMBA,CUSCO-URUBAMBA-HUAYLLABAMBA,2021-03-01 00:00:00,081303,3,4,0.0,-57.8,0.0
CUSCO-URUBAMBA-MACHUPICCHU,CUSCO-URUBAMBA-MACHUPICCHU,2021-03-01 00:00:00,081304,2,4,0.0,-57.8,19.0
CUSCO-URUBAMBA-MARAS,CUSCO-URUBAMBA-MARAS,2021-02-22 00:00:00,081305,1,0,1.0,-41.05714285714286,0.0
CUSCO-URUBAMBA-OLLANTAYTAMBO,CUSCO-URUBAMBA-OLLANTAYTAMBO,2021-03-01 00:00:00,081306,5,10,0.0,-57.8,20.0
CUSCO-URUBAMBA-URUBAMBA,CUSCO-URUBAMBA-URUBAMBA,2021-03-01 00:00:00,081301,22,31,0.0,-57.8,31.0
CUSCO-URUBAMBA-YUCAY,CUSCO-URUBAMBA-YUCAY,2021-02-22 00:00:00,081307,11,5,1.0,-41.05714285714286,0.0
HUANCAVELICA-HUANCAVELICA-ACOBAMBILLA,HUANCAVELICA-HUANCAVELICA-ACOBAMBILLA,2021-02-08 00:00:00,090102,1,3,0.0,-29.714285714285715,0.0
HUANCAVELICA-HUANCAVELICA-ACORIA,HUANCAVELICA-HUANCAVELICA-ACORIA,2021-03-01 00:00:00,090103,4,5,0.0,-36.8,14.0
HUANCAVELICA-HUANCAVELICA-ASCENSION,HUANCAVELICA-HUANCAVELICA-ASCENSION,2021-03-01 00:00:00,090118,2,5,0.0,-36.8,83.0
HUANCAVELICA-HUANCAVELICA-CONAYCA,HUANCAVELICA-HUANCAVELICA-CONAYCA,2020-10-12 00:00:00,090104,2,2,0.0,-18.428571428571427,0.0
HUANCAVELICA-HUANCAVELICA-CUENCA,HUANCAVELICA-HUANCAVELICA-CUENCA,2021-02-22 00:00:00,090105,1,1,0.0,-27.485714285714288,5.0
HUANCAVELICA-HUANCAVELICA-HUACHOCOLPA,HUANCAVELICA-HUANCAVELICA-HUACHOCOLPA,2021-02-22 00:00:00,090106,2,5,0.0,-27.485714285714288,3.0
HUANCAVELICA-HUANCAVELICA-HUANCAVELICA,HUANCAVELICA-HUANCAVELICA-HUANCAVELICA,2021-03-01 00:00:00,090101,10,0,3.0,-36.8,316.0
HUANCAVELICA-HUANCAVELICA-HUANDO,HUANCAVELICA-HUANCAVELICA-HUANDO,2021-03-01 00:00:00,090119,2,3,0.0,-36.8,16.0
HUANCAVELICA-HUANCAVELICA-IZCUCHACA,HUANCAVELICA-HUANCAVELICA-IZCUCHACA,2021-03-01 00:00:00,090108,4,3,0.0,-36.8,0.0
HUANCAVELICA-HUANCAVELICA-MANTA,,,,,,,,
HUANCAVELICA-HUANCAVELICA-MARISCAL CACERES,HUANCAVELICA-HUANCAVELICA-MARISCAL CACERES,2021-02-15 00:00:00,090111,1,5,0.0,-28.8,4.0
HUANCAVELICA-HUANCAVELICA-MOYA,HUANCAVELICA-HUANCAVELICA-MOYA,2020-11-09 00:00:00,090112,1,1,0.0,-16.714285714285715,0.0
HUANCAVELICA-HUANCAVELICA-NUEVO OCCORO,HUANCAVELICA-HUANCAVELICA-NUEVO OCCORO,2021-01-25 00:00:00,090113,1,1,0.0,-16.342857142857145,0.0
HUANCAVELICA-HUANCAVELICA-PALCA,HUANCAVELICA-HUANCAVELICA-PALCA,2021-02-01 00:00:00,090114,1,4,1.0,-32.05714285714286,0.0
HUANCAVELICA-HUANCAVELICA-PILCHACA,,,,,,,,
HUANCAVELICA-HUANCAVELICA-VILCA,HUANCAVELICA-HUANCAVELICA-VILCA,2021-03-01 00:00:00,090116,1,1,0.0,-36.8,0.0
HUANCAVELICA-HUANCAVELICA-YAULI,HUANCAVELICA-HUANCAVELICA-YAULI,2021-03-01 00:00:00,090117,1,6,0.0,-36.8,24.0
HUANCAVELICA-TAYACAJA-ACOSTAMBO,HUANCAVELICA-TAYACAJA-ACOSTAMBO,2021-02-22 00:00:00,090702,1,1,1.0,-6.685714285714286,19.0
HUANCAVELICA-TAYACAJA-ACRAQUIA,HUANCAVELICA-TAYACAJA-ACRAQUIA,2021-03-01 00:00:00,090703,2,8,0.0,-8.8,0.0
HUANCAVELICA-TAYACAJA-AHUAYCHA,HUANCAVELICA-TAYACAJA-AHUAYCHA,2021-03-01 00:00:00,090704,1,1,0.0,-8.8,0.0
HUANCAVELICA-TAYACAJA-ANDAYMARCA,HUANCAVELICA-TAYACAJA-ANDAYMARCA,2021-02-15 00:00:00,090720,2,3,0.0,-7.4,18.0
HUANCAVELICA-TAYACAJA-COLCABAMBA,HUANCAVELICA-TAYACAJA-COLCABAMBA,2021-03-01 00:00:00,090705,1,4,0.0,-8.8,41.0
HUANCAVELICA-TAYACAJA-DANIEL HERNANDEZ,HUANCAVELICA-TAYACAJA-DANIEL HERNANDEZ,2021-03-01 00:00:00,090706,3,28,1.0,-8.8,7.0
HUANCAVELICA-TAYACAJA-HUACHOCOLPA,HUANCAVELICA-TAYACAJA-HUACHOCOLPA,2021-02-15 00:00:00,090707,2,3,0.0,-7.4,16.0
HUANCAVELICA-TAYACAJA-HUARIBAMBA,HUANCAVELICA-TAYACAJA-HUARIBAMBA,2021-02-01 00:00:00,090709,3,5,0.0,-5.342857142857143,0.0
HUANCAVELICA-TAYACAJA-PAMPAS,HUANCAVELICA-TAYACAJA-PAMPAS,2021-03-01 00:00:00,090701,12,12,1.0,-8.8,126.0
HUANCAVELICA-TAYACAJA-PAZOS,HUANCAVELICA-TAYACAJA-PAZOS,2021-02-15 00:00:00,090711,1,2,0.0,-7.4,20.0
HUANCAVELICA-TAYACAJA-PICHOS,HUANCAVELICA-TAYACAJA-PICHOS,2021-02-22 00:00:00,090722,1,1,0.0,-6.685714285714286,9.0
HUANCAVELICA-TAYACAJA-QUICHUAS,HUANCAVELICA-TAYACAJA-QUICHUAS,2020-11-02 00:00:00,090719,1,1,0.0,-3.4857142857142853,0.0
HUANCAVELICA-TAYACAJA-QUISHUAR,HUANCAVELICA-TAYACAJA-QUISHUAR,2021-02-15 00:00:00,090713,1,1,0.0,-7.4,4.0
HUANCAVELICA-TAYACAJA-ROBLE,HUANCAVELICA-TAYACAJA-ROBLE,2021-02-08 00:00:00,090721,1,2,0.0,-6.742857142857143,0.0
HUANCAVELICA-TAYACAJA-SALCABAMBA,HUANCAVELICA-TAYACAJA-SALCABAMBA,2021-03-01 00:00:00,090714,1,1,0.0,-8.8,0.0
HUANCAVELICA-TAYACAJA-SALCAHUASI,HUANCAVELICA-TAYACAJA-SALCAHUASI,2020-09-28 00:00:00,090715,1,6,0.0,-4.8,0.0
HUANCAVELICA-TAYACAJA-SAN MARCOS DE ROCCHAC,HUANCAVELICA-TAYACAJA-SAN MARCOS DE ROCCHAC,2021-02-08 00:00:00,090716,2,4,0.0,-6.742857142857143,0.0
HUANCAVELICA-TAYACAJA-SANTIAGO DE TUCUMA,HUANCAVELICA-TAYACAJA-SANTIAGO DE TUCUMA,2021-02-22 00:00:00,090723,1,9,0.0,-6.685714285714286,0.0
HUANCAVELICA-TAYACAJA-SURCUBAMBA,HUANCAVELICA-TAYACAJA-SURCUBAMBA,2021-03-01 00:00:00,090717,2,17,0.0,-8.8,21.0
HUANCAVELICA-TAYACAJA-TINTAY PUNCU,HUANCAVELICA-TAYACAJA-TINTAY PUNCU,2021-03-01 00:00:00,090718,2,4,0.0,-8.8,3.0
HUANCAVELICA-TAYACAJA-ÑAHUIMPUQUIO,HUANCAVELICA-TAYACAJA-ÑAHUIMPUQUIO,2021-02-15 00:00:00,090710,1,1,0.0,-7.4,2.0
HUANUCO-HUANUCO-AMARILIS,HUANUCO-HUANUCO-AMARILIS,2021-03-01 00:00:00,100102,15,15,3.0,-72.2,346.0
HUANUCO-HUANUCO-CHINCHAO,HUANUCO-HUANUCO-CHINCHAO,2021-02-22 00:00:00,100103,3,6,0.0,-53.171428571428564,67.0
HUANUCO-HUANUCO-CHURUBAMBA,HUANUCO-HUANUCO-CHURUBAMBA,2021-02-22 00:00:00,100104,1,5,0.0,-53.171428571428564,69.0
HUANUCO-HUANUCO-HUANUCO,HUANUCO-HUANUCO-HUANUCO,2021-03-01 00:00:00,100101,18,18,1.0,-72.2,681.0
HUANUCO-HUANUCO-MARGOS,HUANUCO-HUANUCO-MARGOS,2021-02-15 00:00:00,100105,1,2,0.0,-56.77142857142858,0.0
HUANUCO-HUANUCO-PILLCO MARCA,HUANUCO-HUANUCO-PILLCO MARCA,2021-03-01 00:00:00,100111,2,18,0.0,-72.2,6.0
HUANUCO-HUANUCO-SAN FRANCISCO DE CAYRAN,HUANUCO-HUANUCO-SAN FRANCISCO DE CAYRAN,2021-02-01 00:00:00,100107,1,3,0.0,-62.08571428571429,0.0
HUANUCO-HUANUCO-SAN PABLO DE PILLAO,HUANUCO-HUANUCO-SAN PABLO DE PILLAO,2021-02-08 00:00:00,100113,2,2,0.0,-59.37142857142858,0.0
HUANUCO-HUANUCO-SAN PEDRO DE CHAULAN,HUANUCO-HUANUCO-SAN PEDRO DE CHAULAN,2020-12-28 00:00:00,100108,1,1,0.0,-24.64,0.0
HUANUCO-HUANUCO-SANTA MARIA DEL VALLE,HUANUCO-HUANUCO-SANTA MARIA DEL VALLE,2021-02-22 00:00:00,100109,4,5,1.0,-53.171428571428564,98.0
HUANUCO-HUANUCO-YACUS,HUANUCO-HUANUCO-YACUS,2021-02-22 00:00:00,100112,1,2,0.0,-53.171428571428564,25.0
HUANUCO-HUANUCO-YARUMAYO,HUANUCO-HUANUCO-YARUMAYO,2021-02-22 00:00:00,100110,1,4,0.0,-53.171428571428564,17.0
HUANUCO-LEONCIO PRADO-CASTILLO GRANDE,HUANUCO-LEONCIO PRADO-CASTILLO GRANDE,2021-02-22 00:00:00,100608,3,6,0.0,-31.485714285714288,55.0
HUANUCO-LEONCIO PRADO-DANIEL ALOMIA ROBLES,HUANUCO-LEONCIO PRADO-DANIEL ALOMIA ROBLES,2021-02-22 00:00:00,100602,2,3,0.0,-31.485714285714288,31.0
HUANUCO-LEONCIO PRADO-HERMILIO VALDIZAN,HUANUCO-LEONCIO PRADO-HERMILIO VALDIZAN,2021-02-22 00:00:00,100603,2,3,0.0,-31.485714285714288,22.0
HUANUCO-LEONCIO PRADO-JOSE CRESPO Y CASTILLO,HUANUCO-LEONCIO PRADO-JOSE CRESPO Y CASTILLO,2021-03-01 00:00:00,100604,1,9,0.0,-41.0,40.0
HUANUCO-LEONCIO PRADO-LUYANDO,HUANUCO-LEONCIO PRADO-LUYANDO,2021-02-22 00:00:00,100605,9,7,0.0,-31.485714285714288,232.0
HUANUCO-LEONCIO PRADO-MARIANO DAMASO BERAUN,HUANUCO-LEONCIO PRADO-MARIANO DAMASO BERAUN,2021-03-01 00:00:00,100606,1,2,0.0,-41.0,1.0
HUANUCO-LEONCIO PRADO-PUCAYACU,HUANUCO-LEONCIO PRADO-PUCAYACU,2021-02-08 00:00:00,100607,2,4,0.0,-41.857142857142854,0.0
HUANUCO-LEONCIO PRADO-PUEBLO NUEVO,HUANUCO-LEONCIO PRADO-PUEBLO NUEVO,2021-03-01 00:00:00,100609,1,1,0.0,-41.0,0.0
HUANUCO-LEONCIO PRADO-SANTO DOMINGO DE ANDA,HUANUCO-LEONCIO PRADO-SANTO DOMINGO DE ANDA,2021-03-01 00:00:00,100610,1,5,0.0,-41.0,0.0
ICA-CHINCHA-ALTO LARAN,ICA-CHINCHA-ALTO LARAN,2021-02-22 00:00:00,110202,2,3,0.0,-43.542857142857144,3.0
ICA-CHINCHA-CHAVIN,ICA-CHINCHA-CHAVIN,2021-02-15 00:00:00,110203,1,2,0.0,-46.82857142857142,4.0
ICA-CHINCHA-CHINCHA ALTA,ICA-CHINCHA-CHINCHA ALTA,2021-03-01 00:00:00,110201,13,47,6.0,-76.4,629.0
ICA-CHINCHA-CHINCHA BAJA,ICA-CHINCHA-CHINCHA BAJA,2021-03-01 00:00:00,110204,2,17,0.0,-76.4,0.0
ICA-CHINCHA-EL CARMEN,ICA-CHINCHA-EL CARMEN,2021-02-22 00:00:00,110205,4,4,0.0,-43.542857142857144,9.0
